

--- Server Started at 2024-04-27T19:38:59.143Z ---
2024-04-27T19:39:00.161Z - Humidity: 60%, Temperature: 25C, Analog output: 725
2024-04-27T23:18:01.261Z - Humidity: 70%, Temperature: 24C, Analog output: 787
2024-04-27T23:18:11.299Z - Humidity: 72%, Temperature: 25C, Analog output: 750
2024-04-27T23:18:21.338Z - Humidity: 72%, Temperature: 24C, Analog output: 767
2024-04-27T23:18:31.380Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-27T23:18:41.419Z - Humidity: 71%, Temperature: 24C, Analog output: 746
2024-04-27T23:18:51.457Z - Humidity: 71%, Temperature: 25C, Analog output: 752
2024-04-27T23:19:01.496Z - Humidity: 71%, Temperature: 23C, Analog output: 747
2024-04-27T23:19:11.535Z - Humidity: 71%, Temperature: 24C, Analog output: 746
2024-04-27T23:19:21.573Z - Humidity: 70%, Temperature: 24C, Analog output: 758
2024-04-27T23:19:31.612Z - Humidity: 71%, Temperature: 24C, Analog output: 748
2024-04-27T23:19:41.650Z - Humidity: 71%, Temperature: 25C, Analog output: 752
2024-04-27T23:19:51.689Z - Humidity: 73%, Temperature: 24C, Analog output: 746
2024-04-27T23:20:01.732Z - Humidity: 72%, Temperature: 25C, Analog output: 748
2024-04-27T23:20:11.770Z - Humidity: 72%, Temperature: 24C, Analog output: 749
2024-04-27T23:20:21.809Z - Humidity: 72%, Temperature: 25C, Analog output: 752
2024-04-27T23:20:31.848Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-27T23:20:41.886Z - Humidity: 75%, Temperature: 24C, Analog output: 755
2024-04-27T23:20:51.925Z - Humidity: 74%, Temperature: 24C, Analog output: 743
2024-04-27T23:21:01.964Z - Humidity: 73%, Temperature: 23C, Analog output: 751
2024-04-27T23:21:12.002Z - Humidity: 73%, Temperature: 24C, Analog output: 747
2024-04-27T23:21:22.041Z - Humidity: 73%, Temperature: 24C, Analog output: 748
2024-04-27T23:21:32.084Z - Humidity: 72%, Temperature: 24C, Analog output: 784
2024-04-27T23:21:42.122Z - Humidity: 74%, Temperature: 24C, Analog output: 748
2024-04-27T23:21:52.160Z - Humidity: 72%, Temperature: 24C, Analog output: 750
2024-04-27T23:22:02.199Z - Humidity: 73%, Temperature: 23C, Analog output: 747
2024-04-27T23:22:12.238Z - Humidity: 73%, Temperature: 23C, Analog output: 791
2024-04-27T23:22:22.276Z - Humidity: 72%, Temperature: 24C, Analog output: 767
2024-04-27T23:22:32.315Z - Humidity: 71%, Temperature: 25C, Analog output: 748
2024-04-27T23:22:42.353Z - Humidity: 71%, Temperature: 23C, Analog output: 748
2024-04-27T23:22:52.392Z - Humidity: 71%, Temperature: 23C, Analog output: 757
2024-04-27T23:23:02.435Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-27T23:23:12.473Z - Humidity: 70%, Temperature: 24C, Analog output: 750
2024-04-27T23:23:22.512Z - Humidity: 71%, Temperature: 24C, Analog output: 772
2024-04-27T23:23:32.551Z - Humidity: 73%, Temperature: 24C, Analog output: 752
2024-04-27T23:23:42.589Z - Humidity: 72%, Temperature: 24C, Analog output: 748
2024-04-27T23:23:52.628Z - Humidity: 72%, Temperature: 23C, Analog output: 748
2024-04-27T23:24:02.666Z - Humidity: 73%, Temperature: 25C, Analog output: 781
2024-04-27T23:24:12.705Z - Humidity: 71%, Temperature: 24C, Analog output: 768
2024-04-27T23:24:22.744Z - Humidity: 71%, Temperature: 24C, Analog output: 755
2024-04-27T23:24:32.786Z - Humidity: 71%, Temperature: 24C, Analog output: 788
2024-04-27T23:24:42.825Z - Humidity: 70%, Temperature: 23C, Analog output: 747
2024-04-27T23:24:52.864Z - Humidity: 71%, Temperature: 24C, Analog output: 746
2024-04-27T23:25:02.902Z - Humidity: 70%, Temperature: 23C, Analog output: 749
2024-04-27T23:25:12.941Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:25:22.980Z - Humidity: 69%, Temperature: 23C, Analog output: 747
2024-04-27T23:25:33.018Z - Humidity: 70%, Temperature: 25C, Analog output: 763
2024-04-27T23:25:43.057Z - Humidity: 71%, Temperature: 24C, Analog output: 754
2024-04-27T23:25:53.095Z - Humidity: 70%, Temperature: 25C, Analog output: 746
2024-04-27T23:26:03.138Z - Humidity: 70%, Temperature: 24C, Analog output: 772
2024-04-27T23:26:13.177Z - Humidity: 69%, Temperature: 25C, Analog output: 750
2024-04-27T23:26:23.217Z - Humidity: 69%, Temperature: 23C, Analog output: 749
2024-04-27T23:26:33.255Z - Humidity: 69%, Temperature: 24C, Analog output: 752
2024-04-27T23:26:43.294Z - Humidity: 71%, Temperature: 25C, Analog output: 743
2024-04-27T23:26:53.332Z - Humidity: 70%, Temperature: 24C, Analog output: 747
2024-04-27T23:27:03.371Z - Humidity: 70%, Temperature: 24C, Analog output: 745
2024-04-27T23:27:13.409Z - Humidity: 69%, Temperature: 25C, Analog output: 748
2024-04-27T23:27:23.447Z - Humidity: 69%, Temperature: 24C, Analog output: 749
2024-04-27T23:27:33.486Z - Humidity: 71%, Temperature: 25C, Analog output: 702
2024-04-27T23:27:43.529Z - Humidity: 69%, Temperature: 24C, Analog output: 736
2024-04-27T23:27:53.567Z - Humidity: 70%, Temperature: 25C, Analog output: 751
2024-04-27T23:28:03.606Z - Humidity: 71%, Temperature: 24C, Analog output: 759
2024-04-27T23:28:13.645Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:28:23.682Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-27T23:28:33.722Z - Humidity: 70%, Temperature: 25C, Analog output: 692
2024-04-27T23:28:43.760Z - Humidity: 70%, Temperature: 24C, Analog output: 764
2024-04-27T23:28:53.800Z - Humidity: 70%, Temperature: 25C, Analog output: 775
2024-04-27T23:29:03.838Z - Humidity: 70%, Temperature: 24C, Analog output: 757
2024-04-27T23:29:13.881Z - Humidity: 70%, Temperature: 25C, Analog output: 746
2024-04-27T23:29:23.918Z - Humidity: 71%, Temperature: 25C, Analog output: 746
2024-04-27T23:29:33.958Z - Humidity: 72%, Temperature: 24C, Analog output: 747
2024-04-27T23:29:43.997Z - Humidity: 73%, Temperature: 24C, Analog output: 786
2024-04-27T23:29:54.035Z - Humidity: 73%, Temperature: 25C, Analog output: 746
2024-04-27T23:30:04.074Z - Humidity: 72%, Temperature: 24C, Analog output: 749
2024-04-27T23:30:14.112Z - Humidity: 72%, Temperature: 23C, Analog output: 750
2024-04-27T23:30:24.150Z - Humidity: 72%, Temperature: 25C, Analog output: 748
2024-04-27T23:30:34.189Z - Humidity: 72%, Temperature: 23C, Analog output: 768
2024-04-27T23:30:44.228Z - Humidity: 71%, Temperature: 25C, Analog output: 765
2024-04-27T23:30:54.271Z - Humidity: 71%, Temperature: 25C, Analog output: 748
2024-04-27T23:31:04.309Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-27T23:31:14.348Z - Humidity: 71%, Temperature: 25C, Analog output: 749
2024-04-27T23:31:24.386Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-27T23:31:34.425Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:31:44.464Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:31:54.502Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:32:04.541Z - Humidity: 70%, Temperature: 25C, Analog output: 768
2024-04-27T23:32:14.579Z - Humidity: 71%, Temperature: 23C, Analog output: 770
2024-04-27T23:32:24.622Z - Humidity: 70%, Temperature: 25C, Analog output: 745
2024-04-27T23:32:34.661Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-27T23:32:44.699Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:32:54.738Z - Humidity: 72%, Temperature: 24C, Analog output: 744
2024-04-27T23:33:04.777Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-27T23:33:14.815Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-27T23:33:24.854Z - Humidity: 69%, Temperature: 25C, Analog output: 750
2024-04-27T23:33:34.892Z - Humidity: 69%, Temperature: 24C, Analog output: 750
2024-04-27T23:33:44.931Z - Humidity: 69%, Temperature: 25C, Analog output: 746
2024-04-27T23:33:54.974Z - Humidity: 69%, Temperature: 24C, Analog output: 752
2024-04-27T23:34:05.013Z - Humidity: 69%, Temperature: 23C, Analog output: 746
2024-04-27T23:34:15.052Z - Humidity: 70%, Temperature: 23C, Analog output: 750
2024-04-27T23:34:25.090Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-27T23:34:35.129Z - Humidity: 71%, Temperature: 25C, Analog output: 748
2024-04-27T23:34:45.167Z - Humidity: 70%, Temperature: 24C, Analog output: 763
2024-04-27T23:34:55.206Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-27T23:35:05.244Z - Humidity: 71%, Temperature: 25C, Analog output: 754
2024-04-27T23:35:15.283Z - Humidity: 71%, Temperature: 24C, Analog output: 749
2024-04-27T23:35:25.324Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-27T23:35:35.364Z - Humidity: 70%, Temperature: 23C, Analog output: 755
2024-04-27T23:35:45.403Z - Humidity: 71%, Temperature: 24C, Analog output: 744
2024-04-27T23:35:55.441Z - Humidity: 72%, Temperature: 25C, Analog output: 749
2024-04-27T23:36:05.480Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:36:15.518Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-27T23:36:25.557Z - Humidity: 70%, Temperature: 24C, Analog output: 755
2024-04-27T23:36:35.595Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-27T23:36:45.634Z - Humidity: 69%, Temperature: 24C, Analog output: 754
2024-04-27T23:36:55.673Z - Humidity: 71%, Temperature: 24C, Analog output: 748
2024-04-27T23:37:05.716Z - Humidity: 71%, Temperature: 23C, Analog output: 746
2024-04-27T23:37:15.755Z - Humidity: 69%, Temperature: 24C, Analog output: 756
2024-04-27T23:37:25.793Z - Humidity: 69%, Temperature: 23C, Analog output: 750
2024-04-27T23:37:35.832Z - Humidity: 69%, Temperature: 25C, Analog output: 748
2024-04-27T23:37:45.870Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:37:55.909Z - Humidity: 70%, Temperature: 24C, Analog output: 759
2024-04-27T23:38:05.947Z - Humidity: 71%, Temperature: 25C, Analog output: 776
2024-04-27T23:38:15.986Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:38:26.024Z - Humidity: 70%, Temperature: 25C, Analog output: 750
2024-04-27T23:38:36.067Z - Humidity: 70%, Temperature: 24C, Analog output: 759
2024-04-27T23:38:46.106Z - Humidity: 72%, Temperature: 25C, Analog output: 748
2024-04-27T23:38:56.144Z - Humidity: 69%, Temperature: 23C, Analog output: 745
2024-04-27T23:39:06.184Z - Humidity: 69%, Temperature: 23C, Analog output: 751
2024-04-27T23:39:16.222Z - Humidity: 71%, Temperature: 23C, Analog output: 745
2024-04-27T23:39:26.260Z - Humidity: 71%, Temperature: 24C, Analog output: 768
2024-04-27T23:39:36.299Z - Humidity: 69%, Temperature: 25C, Analog output: 748
2024-04-27T23:39:46.338Z - Humidity: 70%, Temperature: 24C, Analog output: 780
2024-04-27T23:39:56.376Z - Humidity: 71%, Temperature: 25C, Analog output: 750
2024-04-27T23:40:06.419Z - Humidity: 69%, Temperature: 24C, Analog output: 771
2024-04-27T23:40:16.456Z - Humidity: 69%, Temperature: 24C, Analog output: 745
2024-04-27T23:40:26.496Z - Humidity: 69%, Temperature: 23C, Analog output: 758
2024-04-27T23:40:36.535Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-27T23:40:46.573Z - Humidity: 68%, Temperature: 24C, Analog output: 750
2024-04-27T23:40:56.612Z - Humidity: 71%, Temperature: 24C, Analog output: 780
2024-04-27T23:41:06.651Z - Humidity: 72%, Temperature: 23C, Analog output: 748
2024-04-27T23:41:16.689Z - Humidity: 70%, Temperature: 24C, Analog output: 747
2024-04-27T23:41:26.727Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:41:36.770Z - Humidity: 72%, Temperature: 24C, Analog output: 771
2024-04-27T23:41:46.809Z - Humidity: 74%, Temperature: 23C, Analog output: 761
2024-04-27T23:41:56.848Z - Humidity: 74%, Temperature: 25C, Analog output: 760
2024-04-27T23:42:06.886Z - Humidity: 73%, Temperature: 25C, Analog output: 751
2024-04-27T23:42:16.925Z - Humidity: 72%, Temperature: 25C, Analog output: 750
2024-04-27T23:42:26.964Z - Humidity: 72%, Temperature: 23C, Analog output: 767
2024-04-27T23:42:37.002Z - Humidity: 72%, Temperature: 24C, Analog output: 761
2024-04-27T23:42:47.041Z - Humidity: 71%, Temperature: 23C, Analog output: 747
2024-04-27T23:42:57.079Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:43:07.122Z - Humidity: 69%, Temperature: 24C, Analog output: 745
2024-04-27T23:43:17.160Z - Humidity: 70%, Temperature: 24C, Analog output: 776
2024-04-27T23:43:27.199Z - Humidity: 70%, Temperature: 25C, Analog output: 744
2024-04-27T23:43:37.237Z - Humidity: 70%, Temperature: 24C, Analog output: 761
2024-04-27T23:43:47.276Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-27T23:43:57.315Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-27T23:44:07.353Z - Humidity: 70%, Temperature: 24C, Analog output: 771
2024-04-27T23:44:17.392Z - Humidity: 70%, Temperature: 25C, Analog output: 757
2024-04-27T23:44:27.431Z - Humidity: 70%, Temperature: 25C, Analog output: 751
2024-04-27T23:44:37.469Z - Humidity: 71%, Temperature: 24C, Analog output: 769
2024-04-27T23:44:47.512Z - Humidity: 72%, Temperature: 23C, Analog output: 752
2024-04-27T23:44:57.550Z - Humidity: 71%, Temperature: 24C, Analog output: 749
2024-04-27T23:45:07.589Z - Humidity: 70%, Temperature: 25C, Analog output: 748
2024-04-27T23:45:17.627Z - Humidity: 72%, Temperature: 25C, Analog output: 745
2024-04-27T23:45:27.666Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-27T23:45:37.705Z - Humidity: 70%, Temperature: 23C, Analog output: 750
2024-04-27T23:45:47.742Z - Humidity: 70%, Temperature: 24C, Analog output: 761
2024-04-27T23:45:57.782Z - Humidity: 73%, Temperature: 23C, Analog output: 750
2024-04-27T23:46:07.821Z - Humidity: 72%, Temperature: 23C, Analog output: 764
2024-04-27T23:46:17.864Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-27T23:46:27.902Z - Humidity: 72%, Temperature: 23C, Analog output: 746
2024-04-27T23:46:37.941Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-27T23:46:47.979Z - Humidity: 72%, Temperature: 23C, Analog output: 749
2024-04-27T23:46:58.018Z - Humidity: 71%, Temperature: 24C, Analog output: 762
2024-04-27T23:47:08.056Z - Humidity: 72%, Temperature: 25C, Analog output: 764
2024-04-27T23:47:18.095Z - Humidity: 71%, Temperature: 25C, Analog output: 746
2024-04-27T23:47:28.134Z - Humidity: 70%, Temperature: 24C, Analog output: 737
2024-04-27T23:47:38.172Z - Humidity: 71%, Temperature: 25C, Analog output: 764
2024-04-27T23:47:48.215Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-27T23:47:58.254Z - Humidity: 73%, Temperature: 24C, Analog output: 750
2024-04-27T23:48:08.292Z - Humidity: 73%, Temperature: 24C, Analog output: 748
2024-04-27T23:48:18.331Z - Humidity: 72%, Temperature: 23C, Analog output: 747
2024-04-27T23:48:28.369Z - Humidity: 73%, Temperature: 25C, Analog output: 746
2024-04-27T23:48:38.408Z - Humidity: 71%, Temperature: 24C, Analog output: 768
2024-04-27T23:48:48.447Z - Humidity: 72%, Temperature: 23C, Analog output: 748
2024-04-27T23:48:58.486Z - Humidity: 72%, Temperature: 24C, Analog output: 765
2024-04-27T23:49:08.524Z - Humidity: 73%, Temperature: 24C, Analog output: 766
2024-04-27T23:49:18.567Z - Humidity: 72%, Temperature: 23C, Analog output: 712
2024-04-27T23:49:28.605Z - Humidity: 70%, Temperature: 25C, Analog output: 765
2024-04-27T23:49:38.644Z - Humidity: 72%, Temperature: 24C, Analog output: 767
2024-04-27T23:49:48.683Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:49:58.721Z - Humidity: 70%, Temperature: 23C, Analog output: 754
2024-04-27T23:50:08.759Z - Humidity: 71%, Temperature: 23C, Analog output: 768
2024-04-27T23:50:18.798Z - Humidity: 69%, Temperature: 23C, Analog output: 750
2024-04-27T23:50:28.837Z - Humidity: 69%, Temperature: 24C, Analog output: 750
2024-04-27T23:50:38.875Z - Humidity: 69%, Temperature: 23C, Analog output: 748
2024-04-27T23:50:48.918Z - Humidity: 68%, Temperature: 25C, Analog output: 752
2024-04-27T23:50:58.957Z - Humidity: 69%, Temperature: 24C, Analog output: 756
2024-04-27T23:51:08.996Z - Humidity: 70%, Temperature: 23C, Analog output: 746
2024-04-27T23:51:19.034Z - Humidity: 69%, Temperature: 24C, Analog output: 758
2024-04-27T23:51:29.073Z - Humidity: 72%, Temperature: 23C, Analog output: 751
2024-04-27T23:51:39.111Z - Humidity: 69%, Temperature: 23C, Analog output: 771
2024-04-27T23:51:49.150Z - Humidity: 69%, Temperature: 24C, Analog output: 746
2024-04-27T23:51:59.187Z - Humidity: 68%, Temperature: 24C, Analog output: 747
2024-04-27T23:52:09.227Z - Humidity: 69%, Temperature: 24C, Analog output: 748
2024-04-27T23:52:19.265Z - Humidity: 70%, Temperature: 25C, Analog output: 751
2024-04-27T23:52:29.308Z - Humidity: 70%, Temperature: 24C, Analog output: 758
2024-04-27T23:52:39.347Z - Humidity: 69%, Temperature: 24C, Analog output: 765
2024-04-27T23:52:49.385Z - Humidity: 70%, Temperature: 23C, Analog output: 748
2024-04-27T23:52:59.424Z - Humidity: 70%, Temperature: 24C, Analog output: 753
2024-04-27T23:53:09.462Z - Humidity: 69%, Temperature: 23C, Analog output: 746
2024-04-27T23:53:19.501Z - Humidity: 70%, Temperature: 24C, Analog output: 786
2024-04-27T23:53:29.540Z - Humidity: 69%, Temperature: 24C, Analog output: 748
2024-04-27T23:53:39.578Z - Humidity: 68%, Temperature: 25C, Analog output: 747
2024-04-27T23:53:49.617Z - Humidity: 67%, Temperature: 23C, Analog output: 737
2024-04-27T23:53:59.658Z - Humidity: 69%, Temperature: 25C, Analog output: 771
2024-04-27T23:54:09.698Z - Humidity: 69%, Temperature: 24C, Analog output: 750
2024-04-27T23:54:19.737Z - Humidity: 70%, Temperature: 25C, Analog output: 750
2024-04-27T23:54:29.775Z - Humidity: 68%, Temperature: 24C, Analog output: 769
2024-04-27T23:54:39.814Z - Humidity: 69%, Temperature: 23C, Analog output: 749
2024-04-27T23:54:49.853Z - Humidity: 70%, Temperature: 25C, Analog output: 759
2024-04-27T23:54:59.891Z - Humidity: 69%, Temperature: 24C, Analog output: 749
2024-04-27T23:55:09.930Z - Humidity: 70%, Temperature: 23C, Analog output: 745
2024-04-27T23:55:19.969Z - Humidity: 70%, Temperature: 25C, Analog output: 750
2024-04-27T23:55:30.007Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-27T23:55:40.050Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-27T23:55:50.088Z - Humidity: 70%, Temperature: 24C, Analog output: 770
2024-04-27T23:56:00.127Z - Humidity: 70%, Temperature: 24C, Analog output: 754
2024-04-27T23:56:10.166Z - Humidity: 71%, Temperature: 24C, Analog output: 751
2024-04-27T23:56:20.205Z - Humidity: 70%, Temperature: 24C, Analog output: 761
2024-04-27T23:56:30.243Z - Humidity: 71%, Temperature: 25C, Analog output: 750
2024-04-27T23:56:40.282Z - Humidity: 70%, Temperature: 24C, Analog output: 771
2024-04-27T23:56:50.320Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-27T23:57:00.359Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-27T23:57:10.402Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-27T23:57:20.440Z - Humidity: 70%, Temperature: 24C, Analog output: 750
2024-04-27T23:57:30.479Z - Humidity: 70%, Temperature: 23C, Analog output: 749
2024-04-27T23:57:40.518Z - Humidity: 71%, Temperature: 24C, Analog output: 785
2024-04-27T23:57:50.556Z - Humidity: 70%, Temperature: 23C, Analog output: 749
2024-04-27T23:58:00.594Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:58:10.633Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-27T23:58:20.672Z - Humidity: 71%, Temperature: 23C, Analog output: 747
2024-04-27T23:58:30.715Z - Humidity: 71%, Temperature: 24C, Analog output: 771
2024-04-27T23:58:40.753Z - Humidity: 70%, Temperature: 23C, Analog output: 764
2024-04-27T23:58:50.791Z - Humidity: 69%, Temperature: 24C, Analog output: 712
2024-04-27T23:59:00.830Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-27T23:59:10.869Z - Humidity: 69%, Temperature: 24C, Analog output: 779
2024-04-27T23:59:20.908Z - Humidity: 70%, Temperature: 25C, Analog output: 787
2024-04-27T23:59:30.946Z - Humidity: 70%, Temperature: 23C, Analog output: 748
2024-04-27T23:59:40.985Z - Humidity: 69%, Temperature: 23C, Analog output: 750
2024-04-27T23:59:51.028Z - Humidity: 71%, Temperature: 23C, Analog output: 738
2024-04-28T00:00:01.066Z - Humidity: 70%, Temperature: 25C, Analog output: 741
2024-04-28T00:00:11.105Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-28T00:00:21.143Z - Humidity: 69%, Temperature: 24C, Analog output: 758
2024-04-28T00:00:31.182Z - Humidity: 69%, Temperature: 24C, Analog output: 748
2024-04-28T00:00:41.220Z - Humidity: 69%, Temperature: 23C, Analog output: 755
2024-04-28T00:00:51.258Z - Humidity: 71%, Temperature: 24C, Analog output: 790
2024-04-28T00:01:01.297Z - Humidity: 71%, Temperature: 24C, Analog output: 787
2024-04-28T00:01:11.335Z - Humidity: 70%, Temperature: 25C, Analog output: 753
2024-04-28T00:01:21.374Z - Humidity: 71%, Temperature: 25C, Analog output: 750
2024-04-28T00:01:31.417Z - Humidity: 72%, Temperature: 24C, Analog output: 748
2024-04-28T00:01:41.456Z - Humidity: 71%, Temperature: 23C, Analog output: 749
2024-04-28T00:01:51.494Z - Humidity: 73%, Temperature: 24C, Analog output: 749
2024-04-28T00:02:01.533Z - Humidity: 73%, Temperature: 24C, Analog output: 750
2024-04-28T00:02:11.572Z - Humidity: 72%, Temperature: 23C, Analog output: 714
2024-04-28T00:02:21.610Z - Humidity: 73%, Temperature: 23C, Analog output: 754
2024-04-28T00:02:31.649Z - Humidity: 71%, Temperature: 24C, Analog output: 749
2024-04-28T00:02:41.688Z - Humidity: 71%, Temperature: 23C, Analog output: 751
2024-04-28T00:02:51.726Z - Humidity: 70%, Temperature: 23C, Analog output: 781
2024-04-28T00:03:01.769Z - Humidity: 71%, Temperature: 23C, Analog output: 776
2024-04-28T00:03:11.808Z - Humidity: 72%, Temperature: 24C, Analog output: 779
2024-04-28T00:03:21.846Z - Humidity: 70%, Temperature: 23C, Analog output: 748
2024-04-28T00:03:31.885Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:03:41.923Z - Humidity: 69%, Temperature: 23C, Analog output: 751
2024-04-28T00:03:51.962Z - Humidity: 69%, Temperature: 24C, Analog output: 751
2024-04-28T00:04:02.000Z - Humidity: 70%, Temperature: 24C, Analog output: 752
2024-04-28T00:04:12.040Z - Humidity: 69%, Temperature: 24C, Analog output: 749
2024-04-28T00:04:22.078Z - Humidity: 69%, Temperature: 23C, Analog output: 766
2024-04-28T00:04:32.121Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-28T00:04:42.159Z - Humidity: 69%, Temperature: 24C, Analog output: 761
2024-04-28T00:04:52.198Z - Humidity: 69%, Temperature: 24C, Analog output: 751
2024-04-28T00:05:02.236Z - Humidity: 69%, Temperature: 24C, Analog output: 748
2024-04-28T00:05:12.275Z - Humidity: 71%, Temperature: 24C, Analog output: 748
2024-04-28T00:05:22.313Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T00:05:32.352Z - Humidity: 70%, Temperature: 23C, Analog output: 750
2024-04-28T00:05:42.391Z - Humidity: 70%, Temperature: 23C, Analog output: 750
2024-04-28T00:05:52.429Z - Humidity: 71%, Temperature: 23C, Analog output: 748
2024-04-28T00:06:02.472Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:06:12.511Z - Humidity: 71%, Temperature: 24C, Analog output: 749
2024-04-28T00:06:22.549Z - Humidity: 70%, Temperature: 24C, Analog output: 750
2024-04-28T00:06:32.588Z - Humidity: 72%, Temperature: 24C, Analog output: 750
2024-04-28T00:06:42.626Z - Humidity: 71%, Temperature: 23C, Analog output: 751
2024-04-28T00:06:52.665Z - Humidity: 71%, Temperature: 24C, Analog output: 767
2024-04-28T00:07:02.704Z - Humidity: 72%, Temperature: 25C, Analog output: 752
2024-04-28T00:07:12.742Z - Humidity: 72%, Temperature: 23C, Analog output: 752
2024-04-28T00:07:22.781Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T00:07:32.819Z - Humidity: 71%, Temperature: 24C, Analog output: 774
2024-04-28T00:07:42.862Z - Humidity: 70%, Temperature: 24C, Analog output: 755
2024-04-28T00:07:52.901Z - Humidity: 70%, Temperature: 24C, Analog output: 783
2024-04-28T00:08:02.940Z - Humidity: 71%, Temperature: 23C, Analog output: 750
2024-04-28T00:08:12.978Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:08:23.017Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:08:33.056Z - Humidity: 71%, Temperature: 25C, Analog output: 751
2024-04-28T00:08:43.094Z - Humidity: 71%, Temperature: 24C, Analog output: 776
2024-04-28T00:08:53.133Z - Humidity: 72%, Temperature: 23C, Analog output: 750
2024-04-28T00:09:03.171Z - Humidity: 71%, Temperature: 23C, Analog output: 751
2024-04-28T00:09:13.210Z - Humidity: 72%, Temperature: 24C, Analog output: 777
2024-04-28T00:09:23.252Z - Humidity: 74%, Temperature: 24C, Analog output: 752
2024-04-28T00:09:33.291Z - Humidity: 72%, Temperature: 24C, Analog output: 738
2024-04-28T00:09:43.329Z - Humidity: 72%, Temperature: 24C, Analog output: 785
2024-04-28T00:09:53.368Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:10:03.407Z - Humidity: 72%, Temperature: 23C, Analog output: 752
2024-04-28T00:10:13.446Z - Humidity: 73%, Temperature: 23C, Analog output: 747
2024-04-28T00:10:23.483Z - Humidity: 72%, Temperature: 24C, Analog output: 748
2024-04-28T00:10:33.523Z - Humidity: 72%, Temperature: 23C, Analog output: 750
2024-04-28T00:10:43.561Z - Humidity: 72%, Temperature: 24C, Analog output: 749
2024-04-28T00:10:53.600Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T00:11:03.643Z - Humidity: 72%, Temperature: 24C, Analog output: 748
2024-04-28T00:11:13.682Z - Humidity: 71%, Temperature: 24C, Analog output: 750
2024-04-28T00:11:23.719Z - Humidity: 74%, Temperature: 24C, Analog output: 750
2024-04-28T00:11:33.759Z - Humidity: 74%, Temperature: 23C, Analog output: 739
2024-04-28T00:11:43.797Z - Humidity: 73%, Temperature: 24C, Analog output: 751
2024-04-28T00:11:53.836Z - Humidity: 72%, Temperature: 24C, Analog output: 749
